"impcParameterOrigId","name","description","parameterId","parameter_group"
30313,"Anesthesia used for blood collection","anesthesia_used_for_blood_collection","IMPC_CBC_036_001","Blood"
30314,"Method of blood collection","method_of_blood_collection","IMPC_CBC_037_001","Blood"
30315,"Anticoagulant","anticoagulant","IMPC_CBC_038_001","Others"
30316,"Samples kept on ice between collection and analysis","samples_kept_on_ice_between_collection_and_analysis","IMPC_CBC_042_001","Others"
30317,"Sample status","sample_status","IMPC_CBC_043_001","Others"
30318,"Sample dilution","plasma_dilution","IMPC_CBC_044_001","Others"
30319,"ID of blood collection SOP","id_of_blood_collection_sop","IMPC_CBC_045_001","Blood"
30320,"Date and time of blood collection","date_and_time_of_blood_collection","IMPC_CBC_046_001","Blood"
30321,"Hemolysis status","hemolysis_status","IMPC_CBC_048_001","Others"
30322,"Blood collection experimenter ID","","IMPC_CBC_049_001","Blood"
30323,"Date equipment last calibrated","","IMPC_CBC_050_001","General_and_Equipment"
30324,"Blood collection tubes","","IMPC_CBC_039_001","Blood"
30325,"Date and time of sacrifice","","IMPC_CBC_040_001","Others"
30326,"Storage temperature from blood collection till measurement","","IMPC_CBC_041_001","Blood"
30327,"Blood analysis experimenter ID","","IMPC_CBC_051_001","Blood"
30328,"Glycosilated hemoglobin A1c (HbA1c)","","IMPC_CBC_052_001","Blood"
30329,"Thyroxine","","IMPC_CBC_053_001","Others"
30330,"Magnesium",NA,"IMPC_CBC_054_001","Others"
30331,"Difficult bleed","","IMPC_CBC_055_001","Others"
30750,"Insulin","insulin","IMPC_INS_001_001","Metabolic"
30751,"Type of kit","type_of_kit","IMPC_INS_002_001","Others"
30752,"Kit manufacturer","kit_manufacturer","IMPC_INS_003_001","Others"
30753,"Kit lot number","kit_lot_number","IMPC_INS_004_001","Others"
30754,"Equipment ID","equipment_id","IMPC_INS_005_001","General_and_Equipment"
30755,"Equipment manufacturer","equipment_manufacturer","IMPC_INS_006_001","General_and_Equipment"
30756,"Equipment model","equipment_model","IMPC_INS_007_001","General_and_Equipment"
30757,"Blood collection tubes","blood_collection_tubes","IMPC_INS_008_001","Blood"
30758,"Anesthesia used for blood collection","anesthesia_used_for_blood_collection","IMPC_INS_009_001","Blood"
30759,"Method of blood collection","method_of_blood_collection","IMPC_INS_010_001","Blood"
30760,"Anticoagulant","anticoagulant","IMPC_INS_011_001","Others"
30761,"Date and time of blood collection","date_and_time_of_blood_collection","IMPC_INS_012_001","Blood"
30762,"Sample status","sample_status","IMPC_INS_014_001","Others"
30763,"Samples kept on ice between collection and analysis","samples_kept_on_ice_between_collection_and_analysis","IMPC_INS_015_001","Others"
30764,"Sample dilution","sample_dilution","IMPC_INS_016_001","Others"
30765,"Replicates","replicates","IMPC_INS_017_001","Others"
30766,"ID of blood collection SOP","id_of_blood_collection_sop","IMPC_INS_018_001","Blood"
30767,"Hemolysis status","hemolysis_status","IMPC_INS_019_001","Others"
30768,"Blood collection experimenter ID","blood_collection_experimenter_id","IMPC_INS_020_001","Blood"
30769,"Blood analysis experimenter ID","blood_analysis_experimenter_id","IMPC_INS_021_001","Blood"
30770,"Date equipment last calibrated","date_equipment_last_calibrated","IMPC_INS_022_001","General_and_Equipment"
30936,"Body weight before experiment","body_weight_before_experiment","IMPC_CAL_001_001","Weight_and_Body_Composition"
30937,"Body weight after experiment","body_weight_after_experiment","IMPC_CAL_002_001","Weight_and_Body_Composition"
30938,"Oxygen consumption","oxygen_consumption","IMPC_CAL_003_001","Others"
30939,"Carbon dioxide production","carbon_dioxide_production","IMPC_CAL_004_001","Others"
30940,"Heat production (metabolic rate)","heat_production_metabolic_rate_","IMPC_CAL_005_001","Metabolic"
30941,"Ambulatory activity  (no. of beam cuts)","ambulatory_activity_no_of_beam_cuts_","IMPC_CAL_006_001","Behavior"
30942,"Total activity  (no. of fine movement + no. of beam cuts)","total_activity_no_of_fine_movement_no_of_beam_cuts_","IMPC_CAL_007_001","Behavior"
30943,"Total food intake","total_food_intake","IMPC_CAL_008_001","Others"
30944,"Cumulative food intake","cumulative_food_intake","IMPC_CAL_009_001","Others"
30945,"Acclimation to respirometry cages","acclimation_to_respirometry_cages","IMPC_CAL_012_001","Others"
30946,"Duration of test","duration_of_test","IMPC_CAL_013_001","Others"
30947,"Equipment ID","equipment_name","IMPC_CAL_014_001","General_and_Equipment"
30948,"Equipment manufacturer","equipment_manufacturer","IMPC_CAL_015_001","General_and_Equipment"
30949,"Equipment model","equipment","IMPC_CAL_016_001","General_and_Equipment"
30950,"Respiratory Exchange Ratio","respiratory_exchange_ratio","IMPC_CAL_017_001","Respiratory"
30951,"Experimenter ID","","IMPC_CAL_018_001","Others"
30952,"Date equipment last calibrated","","IMPC_CAL_019_001","General_and_Equipment"
30953,"Total water intake","","IMPC_CAL_021_001","Others"
30954,"Cumulative water intake","","IMPC_CAL_022_001","Others"
30955,"Room temperature max","","IMPC_CAL_023_001","Others"
30956,"Room temperature min","","IMPC_CAL_024_001","Others"
30957,"Chamber temperature min","","IMPC_CAL_025_001","Others"
30958,"Chamber temperature max","","IMPC_CAL_026_001","Others"
30959,"Time of dark cycle start","The starting time of the dark cycle. E.g. 7 p.m. ","IMPC_CAL_010_002","Others"
30960,"Time of dark cycle end","The ending time of the dark cycle. E.g. 7 a.m. ","IMPC_CAL_020_002","Others"
30961,"Outer dimension of cage","(L, cm) x  (W, cm) x  (H, cm)","IMPC_CAL_027_001","Others"
30962,"Inner dimension of cage","(L, cm) x  (W, cm) x  (H, cm)","IMPC_CAL_028_001","Others"
30963,"Height from platform to lid assembly","","IMPC_CAL_029_001","Others"
30964,"Available space for mouse","(L, cm) x  (W, cm) x  (H, cm)","IMPC_CAL_030_001","Others"
30968,"Beam strip placement on exterior of chamber","","IMPC_CAL_034_001","Others"
30969,"Lightbeam wavelength","","IMPC_CAL_035_001","Others"
30970,"Scanning rate","","IMPC_CAL_036_001","Imaging"
30971,"Refractory period","","IMPC_CAL_037_001","Others"
30972,"Presence of bedding into the cage","","IMPC_CAL_038_001","Others"
30973,"Igloo in cage","","IMPC_CAL_039_001","Others"
30974,"Calibration method",NA,"IMPC_CAL_040_001","Others"
30975,"Acclimation period",NA,"IMPC_CAL_041_001","Others"
31377,"Viability Outcome","","IMPC_VIA_001_001","Others"
31378,"Additional Outcome","","IMPC_VIA_002_001","Others"
31379,"Total pups","","IMPC_VIA_003_001","Others"
31380,"Total pups WT","","IMPC_VIA_004_001","Others"
31381,"Total pups heterozygous","","IMPC_VIA_005_001","Others"
31382,"Total pups homozygous","","IMPC_VIA_006_001","Others"
31383,"Total male WT","","IMPC_VIA_007_001","Others"
31384,"Total male heterozygous","","IMPC_VIA_008_001","Others"
31385,"Total male homozygous","","IMPC_VIA_009_001","Others"
31386,"Total male pups","","IMPC_VIA_010_001","Others"
31387,"Total female WT","","IMPC_VIA_011_001","Others"
31388,"Total female heterozygous","","IMPC_VIA_012_001","Others"
31389,"Total female homozygous","","IMPC_VIA_013_001","Others"
31390,"Total female pups","","IMPC_VIA_014_001","Others"
31391,"% pups WT",NA,"IMPC_VIA_015_001","Others"
31392,"Free Comment","","IMPC_VIA_016_001","Others"
31393,"Average litter size","","IMPC_VIA_017_001","Others"
31394,"% pups heterozygous","","IMPC_VIA_018_001","Others"
31395,"% pups homozygous","","IMPC_VIA_019_001","Others"
31396,"% male WT","","IMPC_VIA_020_001","Others"
31397,"% male heterozygous","","IMPC_VIA_021_001","Others"
31398,"% male homozygous","","IMPC_VIA_022_001","Others"
31399,"% female WT","","IMPC_VIA_023_001","Others"
31400,"% female heterozygous","","IMPC_VIA_024_001","Others"
31401,"% female homozygous","","IMPC_VIA_025_001","Others"
31402,"Female age earliest start","","IMPC_VIA_026_001","Others"
31403,"Female age oldest end","","IMPC_VIA_027_001","Others"
31404,"Time of dark cycle start","","IMPC_VIA_028_001","Others"
31405,"Time of dark cycle end","","IMPC_VIA_029_001","Others"
31406,"Age of pups at genotype","","IMPC_VIA_030_001","Others"
31407,"Breeding Strategy","","IMPC_VIA_031_001","Others"
31408,"P-value for outcome call","","IMPC_VIA_032_001","Others"
31409,"Additional Subviable Outcome",NA,"IMPC_VIA_033_001","Others"
31881,"Tail - presence","tail_presence","IMPC_CSD_001_001","Others"
31882,"Tail - length","tail_length","IMPC_CSD_002_001","Others"
31883,"Tail - thickness","tail_thickness","IMPC_CSD_003_001","Others"
31884,"Tail - morphology","tail_morphology","IMPC_CSD_004_001","Others"
31885,"Coat - color - back","coat_color_back","IMPC_CSD_005_001","Others"
31886,"Coat - color - head","coat_color_head","IMPC_CSD_006_001","Others"
31887,"Coat - color - abdomen","coat_color_abdomen","IMPC_CSD_007_001","Others"
31888,"Coat - color pattern - back","coat_color_pattern_back","IMPC_CSD_008_001","Others"
31889,"Coat - color pattern - head","coat_color_pattern_head","IMPC_CSD_009_001","Others"
31890,"Coat - color pattern - abdomen","coat_color_pattern_abdomen","IMPC_CSD_010_001","Others"
31891,"Coat - hair distribution - back","coat_hair_distribution_back","IMPC_CSD_011_001","Others"
31892,"Coat - hair distribution - head","coat_hair_distribution_head","IMPC_CSD_012_001","Others"
31893,"Coat - hair distribution - abdomen","coat_hair_distribution_abdomen","IMPC_CSD_013_001","Others"
31894,"Coat - hair texture / appearance - back","coat_hair_texture_appearance_back","IMPC_CSD_014_001","Others"
31895,"Coat - hair texture / appearance - head","coat_hair_texture_appearance_head","IMPC_CSD_015_001","Others"
31896,"Coat - hair texture / appearance - abdomen","coat_hair_texture_appearance_abdomen","IMPC_CSD_016_001","Others"
31897,"Forelimbs - position","forelimbs_position","IMPC_CSD_017_001","Motor_Function"
31898,"Forelimbs - shape","forelimbs_shape","IMPC_CSD_018_001","Motor_Function"
31899,"Forelimbs - size","forelimbs_size","IMPC_CSD_019_001","Motor_Function"
31900,"Hindlimbs - position","hindlimbs_position","IMPC_CSD_020_001","Motor_Function"
31901,"Hindlimbs - shape","hindlimbs_shape","IMPC_CSD_021_001","Motor_Function"
31902,"Hindlimbs - size","hindlimbs_size","IMPC_CSD_022_001","Motor_Function"
31903,"Vibrissae - presence","vibrissae_presence","IMPC_CSD_023_001","Others"
31904,"Vibrissae - appearance","vibrissae_appearance","IMPC_CSD_024_001","Others"
31905,"Head size","head_size","IMPC_CSD_025_001","Others"
31906,"Head morphology","head_morphology","IMPC_CSD_026_001","Others"
31907,"Ears","ears","IMPC_CSD_027_001","Others"
31908,"Snout size","snout_size","IMPC_CSD_028_001","Others"
31909,"Activity (body position)","activity_body_position_","IMPC_CSD_029_001","Behavior"
31910,"Tremor","tremor","IMPC_CSD_030_001","Others"
31911,"Transfer arousal","transfer_arousal","IMPC_CSD_031_001","Others"
31912,"Locomotor activity","locomotor_activity","IMPC_CSD_032_001","Behavior"
31913,"Gait","gait","IMPC_CSD_033_001","Others"
31914,"Tail elevation","tail_elevation","IMPC_CSD_034_001","Others"
31915,"Touch escape","touch_escape","IMPC_CSD_035_001","Others"
31916,"Startle response","startle_response","IMPC_CSD_036_001","Others"
31917,"Unexpected behaviors","unexpected_behaviors","IMPC_CSD_037_001","Behavior"
31918,"Trunk curl","trunk_curl","IMPC_CSD_038_001","Others"
31919,"Limb grasp","limb_grasp","IMPC_CSD_039_001","Motor_Function"
31920,"Forelimb digit - size","forelimb_digit_size","IMPC_CSD_046_001","Motor_Function"
31921,"Hindlimb digit - size","hindlimb_digit_size","IMPC_CSD_047_001","Motor_Function"
31922,"Skin color - whole body","skin_color_whole_body","IMPC_CSD_056_001","Skin"
31923,"Skin color - snout","skin_color_snout","IMPC_CSD_057_001","Skin"
31924,"Skin color - ear","skin_color_ear","IMPC_CSD_058_001","Skin"
31925,"Skin color - front paws","skin_color_front_paws","IMPC_CSD_059_001","Skin"
31926,"Skin color - back paws","skin_color_back_paws","IMPC_CSD_060_001","Skin"
31927,"Skin color - tail","skin_color_tail","IMPC_CSD_061_001","Skin"
31928,"Skin texture - whole body","skin_texture_whole_body","IMPC_CSD_062_001","Skin"
31929,"Skin texture - snout","skin_texture_snout","IMPC_CSD_063_001","Skin"
31930,"Skin texture - ear","skin_texture_ear","IMPC_CSD_064_001","Skin"
31931,"Skin texture - front paws","skin_texture_front_paws","IMPC_CSD_065_001","Skin"
31932,"Skin texture - back paws","skin_texture_back_paws","IMPC_CSD_066_001","Skin"
31933,"Skin texture - tail","skin_texture_tail","IMPC_CSD_067_001","Skin"
31934,"Teeth presence","teeth_presence","IMPC_CSD_068_001","Others"
31935,"Upper teeth appearance","upper_teeth_appearance","IMPC_CSD_069_001","Others"
31936,"Lower teeth appearance","lower_teeth_appearance","IMPC_CSD_070_001","Others"
31937,"Genitalia - presence","genitalia_presence","IMPC_CSD_071_001","Others"
31938,"Genitalia - size","genitalia_size","IMPC_CSD_072_001","Others"
31939,"Genitalia - morphology","genitalia_morphology","IMPC_CSD_073_001","Others"
31940,"Mouth morphology","mouth_morphology","IMPC_CSD_074_001","Others"
31941,"Upper lip morphology","upper_lip_morphology","IMPC_CSD_075_001","Others"
31942,"Lower lip morphology","lower_lip_morphology","IMPC_CSD_076_001","Others"
31943,"Contact righting","contact_righting","IMPC_CSD_077_001","Others"
31944,"Vocalization","vocalization","IMPC_CSD_078_001","Others"
31945,"Aggression","aggression","IMPC_CSD_079_001","Others"
31946,"Head bobbing","head_bobbing","IMPC_CSD_080_001","Others"
31947,"Experimenter ID","","IMPC_CSD_081_001","Others"
31948,"Location of test","location_of_test","IMPC_CSD_082_001","Others"
31949,"Number of animals in cage","number_of_animals","IMPC_CSD_083_001","Others"
31950,"Number of days since cage changed","","IMPC_CSD_084_001","Others"
31951,"Images","","IMPC_CSD_085_001","Imaging"
31952,"Size of squares in arena","","IMPC_CSD_086_001","Others"
31953,"Comments (in English)","General comments, in English","IMPC_CSD_087_001","General_and_Equipment"
31954,"Forepaw - size","forepaw_size","IMPC_CSD_040_002","Others"
31955,"Hindpaw - size","hindpaw_size","IMPC_CSD_041_002","Others"
31956,"Forepaw - shape","forepaw_shape","IMPC_CSD_042_002","Others"
31957,"Hindpaw - shape","hindpaw_shape","IMPC_CSD_043_002","Others"
31958,"Forelimb digit - number","forelimb_digit_number","IMPC_CSD_044_002","Motor_Function"
31959,"Hindlimb digit - number","hindlimb_digit_number","IMPC_CSD_045_002","Motor_Function"
31960,"Forelimb digit - shape","forelimb_digit_shape","IMPC_CSD_048_002","Motor_Function"
31961,"Hindlimb digit - shape","hindlimb_digit_shape","IMPC_CSD_049_002","Motor_Function"
31962,"Forelimb nail - number","forelimb_nail_number","IMPC_CSD_050_002","Motor_Function"
31963,"Hindlimb nail - number","hindlimb_nail_number","IMPC_CSD_051_002","Motor_Function"
31964,"Hindlimb nail - length","hindlimb_nail_length","IMPC_CSD_053_002","Motor_Function"
31965,"Forelimb nail - length","forelimb_nail_length","IMPC_CSD_052_002","Motor_Function"
31966,"Forelimb nail - shape","forelimb_nail_shape","IMPC_CSD_054_002","Motor_Function"
31967,"Hindlimb nail - shape","hindlimb_nail_shape","IMPC_CSD_055_002","Motor_Function"
32643,"Embryo","","IMPC_ELZ_001_001","Others"
32644,"Head","","IMPC_ELZ_002_001","Others"
32645,"Forelimb","","IMPC_ELZ_003_001","Motor_Function"
32646,"Forearm","","IMPC_ELZ_004_001","Others"
32647,"Radius-ulna pre cartilage condensation","","IMPC_ELZ_005_001","Others"
32648,"Upper arm","","IMPC_ELZ_006_001","Others"
32649,"Humerus pre-cartilage condensation","","IMPC_ELZ_007_001","Others"
32650,"Handplate","","IMPC_ELZ_008_001","Others"
32651,"Hindlimb","","IMPC_ELZ_009_001","Motor_Function"
32652,"Footplate","","IMPC_ELZ_010_001","Others"
32653,"Lower leg","","IMPC_ELZ_011_001","Others"
32654,"Upper leg","","IMPC_ELZ_012_001","Others"
32655,"Femur pre-cartilage condensation","","IMPC_ELZ_013_001","Others"
32656,"Head mesenchyme","","IMPC_ELZ_014_001","Others"
32657,"Trunk mesenchyme","","IMPC_ELZ_015_001","Others"
32658,"Notochord","","IMPC_ELZ_016_001","Others"
32659,"Skin","","IMPC_ELZ_017_001","Skin"
32660,"Vibrissa","","IMPC_ELZ_018_001","Others"
32661,"Oral cavity","","IMPC_ELZ_019_001","Others"
32662,"Mandibular process","","IMPC_ELZ_020_001","Others"
32663,"Meckel's cartilage","","IMPC_ELZ_021_001","Others"
