"analysis_id","gene_accession_id","gene_symbol","mouse_strain","mouse_life_stage","parameter_id","parameter_name","pvalue","qc_failure_count","qc_pvalue_failure_count"
"659eh74zc4qxv1c","MGI:1336879","FKBP7","129SV","Early adult","IMPC_CSD_016_001","coat - hair texture / appearance - abdomen",1.189368,0,1
"65i7lq9c8zl1isn","MGI:2444120","SPAG4","C57BL","Early adult","ESLIM_016_001_004","haematocrit",1.401949,0,1
"65o8v94789c7itb","MGI:2146189","TOPORS","C57BL","Early adult","IMPC_CBC_011_001","iron",1.166226,0,1
"65u2961z3e3nq51","MGI:1924627","KCNT1","C57BL","Early adult","IMPC_GRS_008_001","forelimb grip strength measurement mean",1.021899,0,1
"65y6594q2511o4g","MGI:95500","FCGR3","C57BL","Early adult","IMPC_OFD_011_001","periphery resting time",1.209152,0,1
"662cqq4yucnk3xv","MGI:1201792","PDE1A","C57BL","Late adult","KMPCLA_CSD_005_001","coat - color - back",1.000353,0,1
"666l9q64lhwe3ee","MGI:1923997","DAPL1","C57BL","Late adult","ESLIM_005_001_701","bmc/body weight",1.203849,0,1
"6676h0bq78d9f30","MGI:1918575","TCHHL1","C57BL","Early adult","IMPC_CSD_002_001","tail - length",1.001038,0,1
"667zgwxm245f310","MGI:3645211","LIPT1","C57BL","E12.5","IMPC_GPO_003_001","placenta vasculature",1.07002,0,1
"66a82808c7pu562","MGI:2155705","P2RY14","C57BL","Early adult","IMPC_CBC_006_001","total protein",1.102794,0,1
"670to82aa9a7j99","MGI:2385112","NDUFS2","C57BL","E12.5","JAX_OFD_007_001","whole arena resting time",1.420254,0,1
"67be5ri765oo11b","MGI:3780953","MNDAL","C57BL","E18.5","IMPC_CBC_006_001","total protein",1.429041,0,1
"67hahn868v1078k","MGI:2386797","ST8SIA6","C57BL","Early adult","IMPC_ECG_028_001","qt",1.161303,0,1
"67q3316bs35lbc1","MGI:1916125","TMCC2","C57BL","Early adult","IMPC_IMM_033_002","naãâ¯ve cd8+ t cells - % of live leukocytes (panel a)",1.13895,0,1
"67r6722py88be9w","MGI:2444748","CHD7","129SV","Early adult","IMPC_OFD_020_001","distance travelled - total",1.134635,0,1
"683vf2by89d318y","MGI:98427","IL1RL1","C57BL","Early adult","ESLIM_001_001_009","coat hair color",1.387097,0,1
"6865frstq1w3lq8","MGI:2386797","ST8SIA6","C57BL","Early adult","IMPC_EYE_057_001","min right eye lens density",1.002479,0,1
"686g5ow8g860d42","MGI:2449980","NOXA1","C57BL","Early adult","IMPC_HWT_008_001","heart weight",1.257225,0,1
"686je89v04c4691","MGI:1913941","GAPVD1","C57BL","E9.5","IMPC_ECG_002_001","hr",1.074846,0,1
"68d45613w779563","MGI:1342287","KLF4","C57BL","Early adult","ESLIM_015_001_003","creatinine",1.348683,0,1
"68pxva7l0y0653i","MGI:2180370","PROK1","C57BL","Early adult","TCPLA_EYE_027_001","persistence of hyaloid vascular system",1.28937,0,1
"68s0117vzx8y11t","MGI:1921660","TTLL11","C57BL","Early adult","IMPC_CSD_049_002","hindlimb digit - shape",1.436895,0,1
"68vgn8121hwptzq","MGI:1277960","PATJ","C57BL","Early adult","IMPC_FEA_015_001","cue baseline % freezing time",1.417417,0,1
"692m4mwidhj21i1","MGI:109442","ITGA8","C57BL","Early adult","ESLIM_013_001_007","right retina",1.439393,0,1
"69e20414oi31670","MGI:2158650","IDH3B","C57BL","Middle aged adult","IMPC_OFD_009_001","whole arena average speed",1.048621,0,1
"69q2344dr78i25w","MGI:1098230","CENPE","C57BL","Early adult","IMPC_HEM_006_001","mean corpuscular hemoglobin",1.151647,0,1
"69tor3rqu3k01bx","MGI:1920000","FAM117B","C57BL","Early adult","IMPC_OFD_011_001","periphery resting time",1.323666,0,1
"69y7793d1yl163j","MGI:3780953","MNDAL","C57BL","Early adult","ESLIM_007_001_008","periphery permanence time",1.152491,0,1
"6aw5lq67qr85433","MGI:2138982","ZNFX1","C57BL","Early adult","IMPC_OFD_022_001","percentage center time",1.120109,0,1
"6d835244k24617m","MGI:2158650","IDH3B","C57BL","Early adult","IMPC_OFD_014_001","center distance travelled",1.019672,0,1
"6dl1o07270sc98n","MGI:1921696","SLC9B1","C57BL","Middle aged adult","IMPC_HEM_007_001","mean cell hemoglobin concentration",1.013113,0,1
"6e8luf483gscghc","MGI:1916125","TMCC2","C57BL","E18.5","IMPC_CSD_006_001","coat - color - head",1.280335,0,1
"6f38t3619167452","MGI:1929612","IKBKE","C57BL","Early adult","CCP_LFO_010_001","hp8",1.029801,0,1
"6f801092v7718s5","MGI:1890645","NEK7","C57BL","E12.5","JAX_OFD_021_001","number of rears - total",1.083785,0,1
"6g163v4q06yzxe1","MGI:1917634","TMEM185B","C57BL","Early adult","M-G-P_007_001_007","periphery - resting time",1.055761,0,1
"6g3033jyqxz1isu","MGI:1916264","TNIK","C57BL","Early adult","M-G-P_025_001_001","glucose",1.144576,0,1
"6g3kr627s8xgj9n","MGI:109323","HTR2B","C57BL","Early adult","IMPC_XRY_012_001","pelvis",1.430714,0,1
"6h3cyj0cfj33cu4","MGI:1923547","KTI12","C57BL","E9.5","ICS_FEA_017_001","% freezing duration habituation-2",1.099788,0,1
"6i02gv3g03m0234","MGI:2441869","ARHGEF11","C57BL","Early adult","IMPC_CSD_077_001","contact righting",1.196653,0,1
"6i12228x86r59i3","MGI:1916976","SMYD3","C57BL","Early adult","M-G-P_025_001_021","uric acid",1.31759,0,1
"6j864v6q398ty65","MGI:88399","CHRM4","C57BL","Early adult","KMPCLA_CSD_005_001","coat - color - back",1.055467,0,1
"6jxx5h6o2137l80","MGI:1922869","FASTKD2","C57BL","Early adult","UCD_OWT_004_001","left kidney",1.000235,0,1
"6l5vva5f415gz1s","MGI:2135884","GPR63","C57BL","Early adult","IMPC_GEP_086_001","delayed embryonic development",1.041455,0,1
"6lr2v747p8ceumn","MGI:102806","ACVR2A","C57BL","E12.5","IMPC_CBC_002_001","potassium",1.45505,0,1
"6mv44ntoiydf9vw","MGI:107339","GFM1","C57BL","Early adult","IMPC_OFD_022_001","percentage center time",1.323536,0,1
"6n6460814o5ml1a","MGI:1277960","PATJ","C57BL","Middle aged adult","CCP_LFO_004_001","esn",1.185462,0,1
"6n9i25ht46hgh50","MGI:2444120","SPAG4","C57BL","Early adult","IMPC_CSD_079_001","aggression",1.383915,0,1
"6r8pkbfe3f15dw5","MGI:3606576","CDNF","C57BL","Early adult","IMPC_CBC_003_001","chloride",1.29358,0,1
"6t4op0114k2iyvi","MGI:2180370","PROK1","C57BL","Early adult","M-G-P_006_001_026","fusion of vertebrae",1.045015,0,1
"6ts1nz97og64ni7","MGI:1277960","PATJ","C57BL","Late adult","IMPC_CSD_011_001","coat - hair distribution - back",1.11155,0,1
"6v5v3qx11rh245w","MGI:95521","FGF7","C57BL","Early adult","IMPC_CSD_029_001","activity (body position)",1.417471,0,1
"6vf994l92k93521","MGI:1914313","PGAP4","C57BL","Early adult","IMPC_CBC_004_001","urea (blood urea nitrogen - bun)",1.332963,0,1
"6vi69o720q9x8r4","MGI:3645211","LIPT1","C57BL","E12.5","CCP_LFO_004_001","esn",1.094477,0,1
"6vt0llj734kdztv","MGI:97372","NPR2","C57BL","Early adult","IMPC_HEM_019_001","mean platelet volume",1.264502,0,1
"6w64kfbo1h9l1pd","MGI:2442676","CDC14A","C57BL","Early adult","IMPC_ABR_010_001","24khz-evoked abr threshold",1.474422,0,1
"6x91a3007y4yg30","MGI:1918893","ZGRF1","C57BL","Early adult","ESLIM_014_001_010","lens opacity",1.156637,0,1
"6xg0960sz71gre5","MGI:1277952","SERPINB3C","C57BL","Early adult","IMPC_CSD_006_001","coat - color - head",1.00978,0,1
"6yq7nzta6947b71","MGI:1914959","REG4","C57BL","Early adult","IMPC_CBC_012_001","aspartate aminotransferase",1.477186,0,1
"6yt774d493mq2c9","MGI:1919410","TMEM163","C57BL","Early adult","IMPC_CSD_011_001","coat - hair distribution - back",1.080464,0,1
"6z1125k5d954h34","MGI:1921985","TRIM14","C57BL","Early adult","IMPC_GEO_069_001","delayed embryonic development",1.487425,0,1
"6z19a89k0u7081c","MGI:1890645","NEK7","C57BL","E15.5","ESLIM_014_001_009","lens",1.201261,0,1
"6z9mj33t11cu9ni","MGI:3758095","TMEM35B","C57BL","Early adult","IMPC_EYE_013_001","pupil dilation",1.133573,0,1
"6zll507i78esz94","MGI:2444300","ARHGAP11A","C57BL","Early adult","IMPC_GRS_008_001","forelimb grip strength measurement mean",1.327285,0,1
"7010030uvx62598","MGI:1920000","FAM117B","C57BL","Early adult","JAXLA_CBC_012_001","aspartate aminotransferase",1.325401,0,1
"703q74cjbde7519","MGI:106505","ZMYM6","C57BL","Early adult","IMPC_FOR_001_001","total duration of lick/bite behaviour",1.021521,0,1
"703vr907j5936p8","MGI:1921778","MGME1","C57BL","Late adult","IMPC_CSD_012_001","coat - hair distribution - head",1.050207,0,1
"70cnbst98d92126","MGI:3780953","MNDAL","C57BL","Early adult","M-G-P_007_001_007","periphery - resting time",1.462858,0,1
"70k6a1ybv5vgqjm","MGI:109442","ITGA8","C57BL","Early adult","ESLIM_021_001_005","hdl-cholesterol",1.311237,0,1
"70mt33rpk789x2b","MGI:104576","LCT","C57BL","Early adult","JAX_OFD_014_001","center distance travelled",1.430162,0,1
"70y3fs467kl8jt7","MGI:1859325","IL36RN","C57BL","Early adult","CCP_LFO_001_001","weight",1.405128,0,1
"70zsi618h2qy157","MGI:1195265","PER2","C57BL","Early adult","IMPC_XRY_055_001","shape of spine",1.106041,0,1
"71cp31k3bk08749","MGI:2444748","CHD7","129SV","Early adult","IMPC_CSD_032_001","locomotor activity",1.242095,0,1
"71g2179qan68p57","MGI:2156003","SNIP1","C57BL","Early adult","IMPC_EYE_092_002","retina (combined)",1.363353,0,1
"7239z6qo573eph4","MGI:1890577","SRSF4","C57BL","Early adult","CCP_XRY_065_001","lumbar processes",1.422704,0,1
"727991ly8q339zq","MGI:2138982","ZNFX1","C57BL","Early adult","IMPC_CBC_011_001","iron",1.307302,0,1
"72a293n41czad84","MGI:1914523","NDUFA10","C57BL","Early adult","ESLIM_016_001_002","red blood cell count",1.195565,0,1
"72g1nsnlqj71h8k","MGI:2158650","IDH3B","C57BL","Late adult","IMPC_CBC_009_001","calcium",1.261585,0,1
"72l3e6y0l0pops4","MGI:2444594","SLC26A9","C57BL","Early adult","JAX_SLW_007_001","light sleep bout lengths mean",1.118805,0,1
"72o0785892s6fcd","MGI:2180715","ZFP704","C57BL","Early adult","IMPC_DXA_009_001","fat/body weight",1.447148,0,1
"7332035l8yb9d99","MGI:1918328","ADAM30","C57BL","Early adult","JAXLA_IPG_012_001","area under glucose response curve",1.182071,0,1
"7334s3h6q58cgmq","MGI:2138365","TMEM237","C57BL","Early adult","IMPC_ECG_028_001","qt",1.440216,0,1
"7357501136r211x","MGI:1919410","TMEM163","C57BL","Early adult","IMPC_DXA_003_001","lean mass",1.28412,0,1
"7396l9u3v99pgt7","MGI:2682639","DDX31","C57BL","E12.5","IMPC_EYE_056_001","mean left eye lens density",1.171564,0,1
"7398es0f3cl0i89","MGI:1917237","SPACA9","C57BL","Early adult","IMPC_HEM_007_001","mean cell hemoglobin concentration",1.186368,0,1
"73ael37z2vmtwrx","MGI:2151055","CNNM3","C57BL","Early adult","IMPC_ACS_006_001","response amplitude - s",1.001438,0,1
"73k88041wj2wby6","MGI:1349461","B3GALT2","C57BL","Early adult","IMPC_CBC_006_001","total protein",1.482379,0,1
"73t0ga1t155hj26","MGI:1858211","ZRANB2","129SV","Early adult","IMPC_CSD_037_001","unexpected behaviors",1.215818,0,1
"743a02e2o48283m","MGI:2443133","TMEM198","C57BL","Late adult","IMPC_GEO_064_001","edema",1.092698,0,1
"74e4i0191tr9942","MGI:2447076","KIF26B","C57BL","E18.5","M-G-P_014_001_007","cornea opacity",1.144353,0,1
"74h015s86n62h6c","MGI:88399","CHRM4","C57BL","Early adult","IMPC_HEM_035_001","eosinophil differential count",1.438385,0,1
"74x24x555clo9y0","MGI:1921778","MGME1","C57BL","Middle aged adult","M-G-P_006_001_027","number of lumbar vertebrae",1.141245,0,1
"759a90545m0m748","MGI:1277960","PATJ","C57BL","Early adult","IMPC_HEM_037_001","basophil cell count",1.21954,0,1
"764nv34593t36ip","MGI:1918483","ENKUR","C57BL","E18.5","CCP_XRY_060_001","transitional vertebrae",1.360265,0,1
"76t2nen0d7pwy77","MGI:2685061","DYTN","C57BL","Early adult","IMPC_HEM_029_001","neutrophil differential count",1.303757,0,1
"774n68pqv40654b","MGI:1920422","EXO5","C57BL","Early adult","IMPC_ECH_004_001","ejection fraction",1.116884,0,1
"777crfh6zpdg26p","MGI:2676921","FOCAD","C57BL","Middle aged adult","CCP_XRY_005_001","teeth",1.393502,0,1
"779h21n47p730jg","MGI:88294","CACNA1S","C57BL","E18.5","CCP_LFO_004_001","esn",1.170475,0,1
"77oe3so3s7p475l","MGI:1277960","PATJ","C57BL","Late adult","IMPC_EYE_007_001","cornea",1.214888,0,1
"7827164021g429o","MGI:1342287","KLF4","C57BL","Early adult","JAX_OFD_014_001","center distance travelled",1.143426,0,1
"782z633tq2uzu19","MGI:1340053","CST9","C57BL","Early adult","IMPC_XRY_012_001","pelvis",1.454273,0,1
"7834t24l2dostla","MGI:3645211","LIPT1","C57BL","Early adult","CCP_XRY_057_001","kyphosis",1.189523,0,1
"7841jg65157ibma","MGI:1921985","TRIM14","C57BL","Early adult","IMPC_OFD_016_001","center permanence time",1.476578,0,1
"787h31t990suc13","MGI:1201607","BLZF1","C57BL","Early adult","M-G-P_006_001_028","number of pelvic vertebrae",1.134666,0,1
"78gb59w4604s99s","MGI:1918079","CCDC93","C57BL","Early adult","IMPC_DXA_004_001","bone mineral density (excluding skull)",1.125266,0,1
"790d8l541hg5d9d","MGI:1921280","RIN2","C57BL","Early adult","IMPC_EYE_025_001","retinal blood vessels structure",1.247741,0,1
"791yj7v04dqa764","MGI:5301008","FSBP","C57BL","Early adult","IMPC_ABR_004_001","6khz-evoked abr threshold",1.319243,0,1
"79251rd9n254r14","MGI:5301008","FSBP","C57BL","Early adult","IMPC_GEL_028_001","forebrain",1.034951,0,1
"7970q0ha86675i5","MGI:87882","ACP2","C57BL","Early adult","ESLIM_014_001_009","lens",1.2345,0,1
"798665rqj7872bt","MGI:1917854","DNAJB14","C57BL","E18.5","IMPC_EYE_024_001","retinal blood vessels",1.106551,0,1
"798y7297864dk2s","MGI:98289","SCG5","C57BL","Early adult","IMPC_HEM_040_001","large unstained cell (luc) differential count",1.377215,0,1
"799346b8o241669","MGI:1277960","PATJ","C57BL","Late adult","JAX_SLW_006_001","sleep bout lengths standard deviation",1.200952,0,1
"79rd3jd9171dn38","MGI:1349163","SDC3","C57BL","Early adult","JAX_HBD_001_001","total holepokes",1.363685,0,1
"79sp4046vcs4n83","MGI:88294","CACNA1S","C57BL","E15.5","IMPC_CBC_026_001","free fatty acids",1.27765,0,1
"79trhk6e7883089","MGI:2156003","SNIP1","C57BL","Early adult","HRWL_VFR_004_001","habituation: 50% threshold (log scaled)",1.014232,0,1
"7a7ioxpdnquq87c","MGI:1921783","GZF1","C57BL","Early adult","IMPC_EYE_063_001","right inner nuclear layer",1.101324,0,1
"7as0124qr159q0b","MGI:2146189","TOPORS","C57BL","Early adult","IMPC_HEM_035_001","eosinophil differential count",1.411596,0,1
"7b0sa0pa3088t9c","MGI:88294","CACNA1S","C57BL","E12.5","ESLIM_007_001_012","centre permanence time",1.411761,0,1
"7bg960j6h21k80g","MGI:2139309","GARNL3","C57BL","E18.5","IMPC_HEM_030_001","neutrophil cell count",1.171082,0,1
"7bv8ejd5044met9","MGI:2139628","CTSO","C57BL","Early adult","IMPC_EYE_027_001","persistence of hyaloid vascular system",1.478812,0,1
"7bz0566d7401k14","MGI:1890577","SRSF4","C57BL","Early adult","IMPC_GEP_086_001","delayed embryonic development",1.295867,0,1
"7dfj76jdc129vji","MGI:88294","CACNA1S","C57BL","E18.5","IMPC_CBC_058_001","cholesterol ratio",1.282208,0,1
"7dgai612d74m0w7","MGI:2181743","D430041D05RIK","C57BL","Early adult","IMPC_OFD_011_001","periphery resting time",1.151921,0,1
"7dw0zrc7p559b0g","MGI:2159210","TIPARP","C57BL","Early adult","IMPC_ECH_008_001","lvidd",1.025735,0,1
"7e70ron73t9ggl1","MGI:2442409","DPP10","C57BL","Early adult","IMPC_EYE_069_001","left inner nuclear layer",1.353493,0,1
"7f1xj0k9ba0km55","MGI:2444646","HPDL","C57BL","E18.5","IMPC_EYE_012_001","pupil shape",1.051089,0,1
"7fxeq06k91980ds","MGI:1923997","DAPL1","C57BL","Early adult","IMPC_CBC_015_001","total cholesterol",1.112812,0,1
"7fzj36281b17b16","MGI:97372","NPR2","C57BL","E18.5","IMPC_EYE_003_001","eye hemorrhage or blood presence",1.47448,0,1
"7g09615kr7inf89","MGI:3758095","TMEM35B","C57BL","Early adult","IMPC_GEP_011_002","hemorrhage",1.032123,0,1
"7g447aj90ms34c7","MGI:2139309","GARNL3","C57BL","E18.5","IMPC_OWT_002_001","spleen weight",1.274998,0,1
"7g49664w1b1bibl","MGI:2151055","CNNM3","C57BL","Early adult","IMPC_EYE_002_001","bulging eye",1.38199,0,1
"7g86ajg0ijw245j","MGI:1862037","SLC12A5","C57BL","E15.5","IMPC_EYE_069_001","left inner nuclear layer",1.410609,0,1
"7g87rze008781u4","MGI:1336879","FKBP7","129SV","Early adult","IMPC_HEM_031_001","lymphocyte differential count",1.448404,0,1
"7hd7c120lmklf3m","MGI:98427","IL1RL1","C57BL","Early adult","KMPCLA_OFD_012_001","periphery permanence time",1.157548,0,1
"7j4f83pzm64q427","MGI:2442190","CAMK1D","C57BL","Early adult","IMPC_GEL_063_001","delayed embryonic development",1.062109,0,1
"7jp39l13l8enw5h","MGI:2448580","MYO3B","C57BL","Early adult","IMPC_CSD_061_001","skin color - tail",1.240247,0,1
"7ju453phmd45v3p","MGI:1861453","ACTL6A","C57BL","E9.5","IMPC_GEP_024_001","body wall morphology",1.150133,0,1
"7l8jd0mo0ue0usv","MGI:1352501","BCAR3","C57BL","Early adult","IMPC_ECG_031_001","abnormal ecg detected",1.192843,0,1
"7lmxlhyot84cd03","MGI:1861453","ACTL6A","C57BL","E9.5","IMPC_CBC_009_001","calcium",1.225041,0,1
"7lyfihs83y7dh53","MGI:1890077","FOXO1","C57BL","E9.5","IMPC_EYE_016_001","lens",1.450921,0,1
"7m383k5647qon65","MGI:1914848","UCHL5","C57BL","Early adult","M-G-P_007_001_003","whole arena - resting time",1.193188,0,1
"7m6j5mp72eae591","MGI:1917315","ANKRD60","C57BL","Early adult","IMPC_EYE_024_001","retinal blood vessels",1.172245,0,1
"7n72119nxc684z5","MGI:1916417","PPP1R12B","C57BL","Early adult","ESLIM_005_001_004","bone mineral density (excluding skull)",1.320028,0,1
"7nh0s05oy7x2y99","MGI:3027003","INO80D","C57BL","E12.5","IMPC_EYE_007_001","cornea",1.115421,0,1
"7p1m3l3t054g43q","MGI:1930948","GAR1","C57BL","Early adult","ESLIM_014_001_010","lens opacity",1.225474,0,1
"7q89fb576m4hqgg","MGI:1913302","SDHC","C57BL","Early adult","JAX_OFD_021_001","number of rears - total",1.027827,0,1
"7s02mmmqu191u1r","MGI:1336879","FKBP7","129SV","Early adult","HRWLLA_CBC_028_001","creatine kinase",1.413782,0,1
"7s77kxm58q8j483","MGI:1201607","BLZF1","C57BL","Early adult","IMPC_OFD_013_001","periphery average speed",1.099623,0,1
"7smn7411050zz93","MGI:1861453","ACTL6A","C57BL","E9.5","M-G-P_016_001_003","haemoglobin",1.077499,0,1
"7svl9k641sh325x","MGI:2444748","CHD7","C3H","Early adult","IMPC_ACS_033_001","% pre-pulse inhibition - ppi1",1.161254,0,1
"7tb63gwo94284zi","MGI:1913941","GAPVD1","C57BL","Early adult","IMPC_CAL_017_001","respiratory exchange ratio",1.010267,0,1
"7uj64bq3p9n21aj","MGI:2444772","ZHX3","C57BL","Early adult","JAX_OFD_013_001","periphery average speed",1.419442,0,1
"7vmcb6747665s38","MGI:2442190","CAMK1D","C57BL","Early adult","IMPC_CSD_036_001","startle response",1.398083,0,1
"7waccp7qct2n50v","MGI:1916742","FREY1","C57BL","Early adult","IMPC_GEP_029_002","cyanosis",1.052141,0,1
"7wiipx51452a4to","MGI:1201792","PDE1A","C57BL","Middle aged adult","IMPC_GRS_008_001","forelimb grip strength measurement mean",1.474095,0,1
"7xa1ruym059hg77","MGI:1890645","NEK7","C57BL","Early adult","IMPC_GEL_014_001","allantois morphology",1.405396,0,1
"7y3f29h0gp6bj4j","MGI:1913941","GAPVD1","C57BL","Late adult","IMPC_GEL_014_001","allantois morphology",1.216619,0,1
"7ygs843l20908u1","MGI:1336993","AP4E1","C57BL","Early adult","CCP_LFO_007_001","hqp",1.051687,0,1
"7z0h32s655wkh7f","MGI:1277960","PATJ","C57BL","Early adult","HRWLLA_CBC_028_001","creatine kinase",1.452481,0,1
"7z4r4kh05k3sn78","MGI:1921783","GZF1","C57BL","Early adult","M-G-P_007_001_007","periphery - resting time",1.156983,0,1
"80910mqssu8g8s9","MGI:2152889","DNER","C57BL","Early adult","IMPC_CBC_002_001","potassium",1.074748,0,1
"80l0d80uz578b6d","MGI:1918079","CCDC93","C57BL","Early adult","IMPC_HEM_001_001","white blood cell count",1.164898,0,1
"80v8eq5u0eign25","MGI:2181434","PHC3","C57BL","Early adult","IMPC_GEP_005_002","responsive to tactile stimuli",1.257898,0,1
"811z5v8w6ubwh07","MGI:1919325","OGFR","C57BL","Early adult","IMPC_CBC_012_001","aspartate aminotransferase",1.136887,0,1
"81493gddy9v15i0","MGI:1921280","RIN2","C57BL","Early adult","CCP_XRY_057_001","kyphosis",1.149542,0,1
"81k3596tw9xhqfr","MGI:1930773","PNKD","C57BL","Early adult","IMPC_CSD_029_001","activity (body position)",1.21726,0,1
"81m347w0766s36w","MGI:1914313","PGAP4","C57BL","Early adult","IMPC_OFD_010_001","periphery distance travelled",1.054762,0,1
"81uyl0wiy656b6e","MGI:1921778","MGME1","C57BL","Early adult","GMC_916_001_008","latency familiar object exploration",1.469624,0,1
"81wdij4z269nekg","MGI:1921696","SLC9B1","C57BL","Middle aged adult","IMPC_HEM_030_001","neutrophil cell count",1.327935,0,1
"82j9959q4iju70r","MGI:1921660","TTLL11","C57BL","Early adult","M-G-P_006_001_026","fusion of vertebrae",1.44096,0,1
"82v993y8x430ipt","MGI:2385112","NDUFS2","C57BL","E12.5","IMPC_OFD_022_001","percentage center time",1.269844,0,1
"83175703p68lg59","MGI:2684063","ASXL1","C57BL","Early adult","IMPC_HEM_030_001","neutrophil cell count",1.239705,0,1
"83df49ifp892t9y","MGI:2155705","P2RY14","C57BL","Late adult","M-G-P_016_001_003","haemoglobin",1.49343,0,1
"83hssi6x7j4qcz2","MGI:1858745","ICOS","C57BL","Early adult","ESLIM_005_001_004","bone mineral density (excluding skull)",1.079325,0,1
"83o61ym1k35poxb","MGI:2682639","DDX31","C57BL","Early adult","ESLIM_001_001_009","coat hair color",1.234986,0,1
"840l8iwjfm32g66","MGI:1921778","MGME1","C57BL","Late adult","IMPC_CBC_002_001","potassium",1.130904,0,1
"840w28m6518128u","MGI:1921985","TRIM14","C57BL","Early adult","IMPC_OFD_017_001","center average speed",1.328903,0,1
"84334voz312743j","MGI:2442190","CAMK1D","C57BL","Early adult","IMPC_CBC_003_001","chloride",1.498853,0,1
"848r7qi3j3c48t2","MGI:2138647","FCRLA","C57BL","Early adult","IMPC_EYE_092_001","retina (combined)",1.493955,0,1
